Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:00,07h 30m,800,31 Seats available,"2.3
28",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KP Travels,Volvo AC Seater Pushback 2+2,23:00,06:30,07h 30m,1799,1 Seat available,"2.9
4",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 581,Super Express Non AC Seater Air Bus (2+2),10:03,16:43,06h 40m,377,2 Seats available,"4.5
24",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:01,18:20,06h 19m,524,12 Seats available,"4.1
23",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46,19:15,05h 29m,576,8 Seats available,"2.2
13",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,20:55,05h 30m,576,10 Seats available,"3.2
22",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:02,22:31,06h 29m,475,14 Seats available,"1.9
5",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),16:16,23:30,07h 14m,548,19 Seats available,"3.9
4",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,00:10,07h 25m,548,28 Seats available,3.8,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,02:50,07h 46m,548,35 Seats available,3.8,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,02:05,06h 05m,473,20 Seats available,3.8,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),20:31,03:41,07h 10m,548,16 Seats available,3.8,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),21:31,04:46,07h 15m,548,37 Seats available,3.8,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:12,06:01,07h 49m,548,25 Seats available,"3.9
6",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:32,05:15,06h 43m,524,9 Seats available,"4.1
9",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,07:30,08h 30m,377,33 Seats available,"3.7
18",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,07:35,08h 05m,377,22 Seats available,"3.5
13",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:41,07:15,07h 34m,524,15 Seats available,"4.4
51",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
DLT BUS,A/C Sleeper (2+1),22:30,05:30,07h 00m,1099,15 Seats available,"4.2
165",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,900,25 Seats available,"4.4
80",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:20,08h 20m,599,37 Seats available,"4.4
73",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
DLT BUS,A/C Sleeper (2+1),22:30,05:20,06h 50m,1099,18 Seats available,"4.4
62",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:30,08h 30m,599,37 Seats available,"3.9
100",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 713,Super Fast Non AC Seater (2+3),04:30,10:45,06h 15m,285,36 Seats available,"4.9
7",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 893,Super Fast Non AC Seater (2+3),06:02,12:10,06h 08m,273,36 Seats available,"4.7
11",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 894,Super Fast Non AC Seater (2+3),07:01,13:11,06h 10m,273,36 Seats available,"4.0
8",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 933,Super Fast Non AC Seater (2+3),09:00,15:10,06h 10m,273,33 Seats available,3.9,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 718,Super Fast Non AC Seater (2+3),10:15,16:05,05h 50m,285,42 Seats available,"4.8
30",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1164,Super Fast Non AC Seater (2+3),12:02,18:35,06h 33m,273,40 Seats available,"4.1
11",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 581,Super Express Non AC Seater Air Bus (2+2),13:18,18:48,05h 30m,306,4 Seats available,3.9,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),13:25,19:15,05h 50m,285,45 Seats available,"2.8
6",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),14:01,20:16,06h 15m,273,33 Seats available,"3.4
8",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),14:46,20:45,05h 59m,306,25 Seats available,"2.7
4",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,14:50,19:55,05h 05m,391,14 Seats available,"1.8
9",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1193,Super Fast Non AC Seater (2+3),15:45,21:35,05h 50m,285,46 Seats available,"4.6
10",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1378,AC MULTI AXLE,16:20,21:25,05h 05m,494,10 Seats available,3.9,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 712,Super Fast Non AC Seater (2+3),16:45,22:30,05h 45m,285,50 Seats available,"3.4
9",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),17:00,23:00,06h 00m,285,49 Seats available,3.9,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
MMK Travels,VE A/C Seater / Sleeper (2+1),00:30,07:30,07h 00m,700,5 Seats available,"3.4
5",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
DA Transports,A/C Sleeper (2+1),00:35,07:00,06h 25m,785,20 Seats available,3.6,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),05:30,10:00,04h 30m,800,11 Seats available,"3.2
15",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:25,23:05,05h 40m,599,7 Seats available,"4.5
32",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30,23:30,06h 00m,600,35 Seats available,3.3,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),09:19,16:29,07h 10m,617,24 Seats available,"4.8
4",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 580,Super Express Non AC Seater Air Bus (2+2),09:46,16:36,06h 50m,483,13 Seats available,"3.7
7",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,09:50,16:20,06h 30m,791,20 Seats available,"3.7
29",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 579,Super Express Non AC Seater Air Bus (2+2),11:40,18:30,06h 50m,483,14 Seats available,"3.9
9",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,13:35,19:55,06h 20m,791,21 Seats available,"3.5
32",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),15:32,22:32,07h 00m,348,10 Seats available,"3.8
11",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),20:00,04:00,08h 00m,550,1 Seat available,"2.4
16",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,20:35,03:35,07h 00m,883,16 Seats available,"3.4
21",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 1583,Super Express Non AC Seater Air Bus (2+2),21:57,05:21,07h 24m,709,19 Seats available,"4.4
8",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
